Player_Id,Year,Rnd,Pick,Tm,Player,Pos,Position Standard,First4AV,Age,To,AP1,PB,St,CarAV,DrAV,G,Cmp,Pass_Att,Pass_Yds,Pass_TD,Pass_Int,Rush_Att,Rush_Yds,Rush_TDs,Rec,Rec_Yds,Rec_Tds,Tkl,Def_Int,Sk,College/Univ,
FuncDe00,2015,2,41,CAR,Devin Funchess,TE,TE,5,21,2016,0,0,0,5,5,26,,,,,,,,,47,739,8,,,,Michigan,
CollJa02,2015,2,42,ATL,Jalen Collins,CB,DB,1,22,2016,0,0,0,1,1,19,,,,,,,,,,,,19,,,LSU,
McKiBe00,2015,2,43,HOU,Benardrick McKinney,ILB,LB,6,22,2016,0,0,2,6,6,24,,,,,,,,,,,,88,,4,Mississippi St.,
KikaHa00,2015,2,44,NOR,Hau'oli Kikaha,OLB,LB,4,23,2015,0,0,1,4,4,15,,,,,,,,,,,,32,,4,Washington,
KendEr00,2015,2,45,MIN,Eric Kendricks,ILB,LB,6,23,2016,0,0,1,6,6,24,,,,,,,,,,,,115,1,4,UCLA,
TartJa00,2015,2,46,SFO,Jaquiski Tartt,SS,DB,3,23,2016,0,0,1,3,3,24,,,,,,,,,,,,62,1,2,Samford,
RoweEr00,2015,2,47,PHI,Eric Rowe,CB,DB,2,22,2016,0,0,0,2,2,20,,,,,,,,,,,,35,1,,Utah,
PerrDe00,2015,2,48,SDG,Denzel Perryman,ILB,LB,5,21,2016,0,0,1,5,5,21,,,,,,,,,,,,83,1,3,Miami (FL),
MorsMi00,2015,2,49,KAN,Mitch Morse,G,G,8,23,2016,0,0,2,8,8,25,,,,,,,,,,,,,,,Missouri,
DarbRo00,2015,2,50,BUF,Ronald Darby,CB,DB,6,21,2016,0,0,1,6,6,24,,,,,,,,,,,,98,2,,Florida St.,
OrchNa00,2015,2,51,CLE,Nate Orchard,DE,DE,5,22,2016,0,0,1,5,5,18,,,,,,,,,,,,26,1,3,Utah,
PhilJo01,2015,2,52,MIA,Jordan Phillips,NT,DT,3,23,2016,0,0,1,3,3,25,,,,,,,,,,,,21,1,2.5,Oklahoma,
FishJa00,2015,2,53,CIN,Jake Fisher,T,T,0,22,2016,0,0,0,0,0,23,,,,,,,,,1,31,0,,,,Oregon,
AbduAm00,2015,2,54,DET,Ameer Abdullah,RB,RB,5,22,2016,0,0,1,5,5,19,,,,,,161,698,2,30,240,2,,,,Nebraska,
WillMa04,2015,2,55,BAL,Maxx Williams,TE,TE,2,21,2016,0,0,0,2,2,18,,,,,,,,,32,268,1,,,,Minnesota,
GolsSe00,2015,2,56,PIT,Senquez Golson,CB,DB,0,22,,0,0,0,,,,,,,,,,,,,,,,,,Mississippi,
HaveRo00,2015,2,57,STL,Rob Havenstein,T,T,5,23,2016,0,0,2,5,5,23,,,,,,,,,,,,,,,Wisconsin,
GoldMa00,2015,2,58,ARI,Markus Golden,DE,DE,4,24,2016,0,0,0,4,4,25,,,,,,,,,,,,45,,10,Missouri,
SambTy00,2015,2,59,DEN,Ty Sambrailo,T,T,1,23,2016,0,0,0,1,1,9,,,,,,,,,,,,,,,Colorado St.,
GregRa00,2015,2,60,DAL,Randy Gregory,OLB,LB,1,22,2015,0,0,0,1,1,12,,,,,,,,,,,,7,,,Nebraska,
MarpAl00,2015,2,61,TAM,Ali Marpet,C,C,6,22,2016,0,0,2,6,6,23,,,,,,,,,,,,,,,Hobart,
RollQu00,2015,2,62,GNB,Quinten Rollins,CB,DB,3,23,2016,0,0,0,3,3,21,,,,,,,,,,,,39,2,1,Miami (OH),
ClarFr01,2015,2,63,SEA,Frank Clark,DE,DE,2,22,2016,0,0,0,2,2,24,,,,,,,,,,,,31,,10.5,Michigan,
RichJo00,2015,2,64,NWE,Jordan Richards,SS,DB,2,22,2016,0,0,0,2,2,23,,,,,,,,,,,,16,,,Stanford,
SmitDJ00,2015,3,65,IND,D'Joun Smith,CB,DB,0,23,2015,0,0,0,0,0,4,,,,,,,,,,,,,,,Florida Atlantic,
PoutJe00,2015,3,66,TEN,Jeremiah Poutasi,G,G,4,21,2015,0,0,0,4,4,11,,,,,,,,,,,,,,,Utah,
CannA.00,2015,3,67,JAX,A.J. Cann,G,G,0,23,2016,0,0,2,6,6,24,,,,,,,,,,,,,,,South Carolina,
WalfCl00,2015,3,68,OAK,Clive Walford,TE,TE,3,23,2016,0,0,0,3,3,25,,,,,,,,,51,556,4,,,,Miami (FL),
LockTy00,2015,3,69,SEA,Tyler Lockett,WR,WR,9,23,2016,1,1,0,9,9,26,,,,,,7,35,0,74,989,6,,,,Kansas St.,
StroJa01,2015,3,70,HOU,Jaelen Strong,WR,WR,1,21,2016,0,0,0,1,1,18,,,,,,,,,28,292,3,,,,Arizona St.,
GrasHr00,2015,3,71,CHI,Hroniss Grasu,C,C,4,24,2015,0,0,1,4,4,8,,,,,,,,,,,,,,,Oregon,
BrowJa04,2015,3,72,STL,Jamon Brown,T,T,3,22,2016,0,0,0,3,3,14,,,,,,,,,,,,,,,Louisville,
ColeTe01,2015,3,73,ATL,Tevin Coleman,RB,RB,3,22,2016,0,0,0,3,3,19,,,,,,146,626,6,21,344,1,,,,Indiana,
OdigOw00,2015,3,74,NYG,Owamagbe Odighizuwa,DE,DE,0,23,2016,0,0,0,0,0,14,,,,,,,,,,,,3,,,UCLA,
GrayGa00,2015,3,75,NOR,Garrett Grayson,QB,QB,0,24,2015,0,0,0,0,0,1,,,,,,,,,,,,,,,Colorado St.,
ConlCh00,2015,3,76,KAN,Chris Conley,WR,WR,2,22,2016,0,0,0,2,2,26,,,,,,,,,48,553,1,,,,Georgia,
JohnDu00,2015,3,77,CLE,Duke Johnson,RB,RB,5,22,2016,0,0,0,5,5,27,,,,,,155,636,1,103,918,2,,,,Miami (FL),
WillP.00,2015,3,78,NOR,P.J. Williams,CB,DB,0,22,2016,0,0,0,0,0,2,,,,,,,,,,,,5,,,Florida St.,
HaroEl00,2015,3,79,SFO,Eli Harold,OLB,LB,2,21,2016,0,0,0,2,2,26,,,,,,,,,,,,24,,1,Virginia,
CartAl01,2015,3,80,DET,Alex Carter,CB,DB,0,20,,0,0,0,,,,,,,,,,,,,,,,,,Stanford,
MillJo04,2015,3,81,BUF,John Miller,G,G,5,22,2016,0,0,2,5,5,22,,,,,,,,,,,,,,,Louisville,
MaulLo00,2015,3,82,NYJ,Lorenzo Mauldin,OLB,LB,2,22,2016,0,0,0,2,2,25,,,,,,,,,,,,13,1,6.5,Louisville,
MageCr00,2015,3,83,SDG,Craig Mager,CB,DB,1,23,2016,0,0,0,1,1,18,,,,,,,,,,,,21,1,,Texas St.,
HickJo00,2015,3,84,PHI,Jordan Hicks,OLB,LB,4,23,2016,0,0,1,4,4,18,,,,,,,,,,,,77,4,2,Texas,
KrofTy00,2015,3,85,CIN,Tyler Kroft,TE,TE,1,22,2016,0,0,0,1,1,26,,,,,,,,,21,221,1,,,,Rutgers,
JohnDa08,2015,3,86,ARI,David Johnson,RB,RB,9,23,2016,0,0,1,9,9,26,,,,,,322,1444,18,83,967,6,,,,Northern Iowa,
CoatSa00,2015,3,87,PIT,Sammie Coates,WR,WR,0,22,2016,0,0,0,0,0,18,,,,,,2,5,0,21,436,2,,,,Auburn,
HuntDa01,2015,3,88,MIN,Danielle Hunter,DE,DE,3,20,2016,0,0,0,3,3,25,,,,,,,,,,,,42,,13.5,LSU,
MannSe00,2015,3,89,STL,Sean Mannion,QB,QB,0,23,2015,0,0,0,0,0,1,6,7,31,0,0,,,,,,,,,,Oregon St.,
DaviCa01,2015,3,90,BAL,Carl Davis,DT,DT,2,23,2015,0,0,0,2,2,13,,,,,,,,,,,,4,,,Iowa,
GreeCh02,2015,3,91,DAL,Chaz Green,T,T,0,23,2016,0,0,0,0,0,4,,,,,,,,,,,,,,,Florida,
HeueJe00,2015,3,92,DEN,Jeff Heuerman,TE,TE,0,22,2016,0,0,0,0,0,7,,,,,,,,,2,48,0,,,,Ohio St.,
AndeHe00,2015,3,93,IND,Henry Anderson,DE,DE,4,24,2016,0,0,1,4,4,15,,,,,,,,,,,,21,,1,Stanford,
MontTy01,2015,3,94,GNB,Ty Montgomery,WR,WR,1,22,2016,0,0,0,1,1,15,,,,,,31,159,0,43,376,2,,,,Stanford,
JoneMa04,2015,3,95,WAS,Matt Jones,RB,RB,6,22,2016,0,0,0,6,6,20,,,,,,243,950,6,27,377,1,,,,Florida,
CoopXa00,2015,3,96,CLE,Xavier Cooper,DT,DT,1,23,2016,0,0,0,1,1,23,,,,,,,,,,,,20,,1.5,Washington St.,
GrisGe00,2015,3,97,NWE,Geneo Grissom,DE,DE,1,23,2016,0,0,0,1,1,20,,,,,,,,,,,,3,,1,Oklahoma,
NelsSt01,2015,3,98,KAN,Steven Nelson,CB,DB,1,22,2016,0,0,0,1,1,22,,,,,,,,,,,,39,,,Oregon St.,
DawsPa00,2015,3,99,CIN,Paul Dawson,ILB,LB,1,22,2015,0,0,0,1,1,11,,,,,,,,,,,,3,,,TCU,
BlacAn00,2015,4,100,TEN,Angelo Blackson,DT,DT,1,22,2016,0,0,0,1,1,27,,,,,,,,,,,,12,,2.5,Auburn,
FlowTr00,2015,4,101,NWE,Trey Flowers,DE,DE,0,22,2016,0,0,0,0,0,11,,,,,,,,,,,,14,,4,Arkansas,
WillDa06,2015,4,102,CAR,Daryl Williams,G,G,2,23,2016,0,0,0,2,2,20,,,,,,,,,,,,,,,Oklahoma,
PettBr01,2015,4,103,NYJ,Bryce Petty,QB,QB,0,24,2016,0,0,0,0,0,2,21,34,182,1,1,,,,,,,,,,Baylor,
SampJa00,2015,4,104,JAX,James Sample,SS,DB,1,23,2015,0,0,0,1,1,4,,,,,,,,,,,,8,,,Louisville,
CrowJa00,2015,4,105,WAS,Jamison Crowder,WR,WR,5,22,2016,0,0,0,5,5,27,0,1,0,0,0,4,0,0,114,1329,8,,,,Duke,
LangJe00,2015,4,106,CHI,Jeremy Langford,RB,RB,6,23,2016,0,0,0,6,6,22,,,,,,187,677,9,35,357,1,,,,Michigan St.,
HardJu00,2015,4,107,ATL,Justin Hardy,WR,WR,2,23,2016,0,0,0,2,2,19,,,,,,,,,31,277,2,,,,East Carolina,
FowlJa00,2015,4,108,TEN,Jalston Fowler,FB,FB,0,25,2016,0,0,0,0,0,27,,,,,,7,13,1,6,58,1,,,,Alabama,
GeatCl00,2015,4,109,IND,Clayton Geathers,SS,DB,2,23,2016,0,0,0,2,2,24,,,,,,,,,,,,71,,,Central Florida,
ClemT.00,2015,4,110,MIN,T.J. Clemmings,T,T,0,23,2016,0,0,1,8,8,26,,,,,,,,,,,,,,,Pittsburgh,
JackTr00,2015,4,111,NWE,Tre' Jackson,G,G,6,22,2015,0,0,1,6,6,13,,,,,,,,,,,,,,,Florida St.,
KouaAr00,2015,4,112,WAS,Arie Kouandjio,G,G,0,23,2016,0,0,0,0,0,6,,,,,,,,,,,,,,,Alabama,
WrigGa00,2015,4,113,DET,Gabe Wright,DT,DT,1,23,2016,0,0,0,1,1,10,,,,,,,,,,,,7,,,Auburn,
DougJa00,2015,4,114,MIA,Jamil Douglas,G,G,3,23,2016,0,0,0,3,3,17,,,,,,,,,,,,,,,Arizona St.,
CampIb00,2015,4,115,CLE,Ibraheim Campbell,SS,DB,1,23,2016,0,0,0,1,1,24,,,,,,,,,,,,31,,,Northwestern,
GuntRo00,2015,4,116,ARI,Rodney Gunter,DT,DT,6,23,2016,0,0,1,6,6,26,,,,,,,,,,,,19,,1,Delaware St.,
BellBl00,2015,4,117,SFO,Blake Bell,TE,TE,1,24,2016,0,0,0,1,1,23,,,,,,,,,17,196,0,,,,Oklahoma,
WilsRa00,2015,4,118,KAN,Ramik Wilson,ILB,LB,2,23,2016,0,0,0,2,2,16,,,,,,,,,,,,35,1,,Georgia,
DonnAn00,2015,4,119,STL,Andrew Donnal,T,T,1,23,2016,0,0,0,1,1,15,,,,,,,,,,,,,,,Iowa,
ShawJo00,2015,4,120,CIN,Josh Shaw,CB,DB,1,23,2016,0,0,0,1,1,25,,,,,,,,,,,,35,1,,USC,
GranDo00,2015,4,121,PIT,Doran Grant,CB,DB,0,22,2015,0,0,0,0,0,3,,,,,,,,,,,,,,,Ohio St.,
SmitZa00,2015,4,122,BAL,Za'Darius Smith,DE,DE,2,23,2016,0,0,0,2,2,25,,,,,,,,,,,,29,,6.5,Kentucky,
MaylVi00,2015,4,123,CLE,Vince Mayle,WR,WR,0,24,2016,0,0,0,0,,3,,,,,,,,,0,0,0,,,,Washington St.,
AlexKw00,2015,4,124,TAM,Kwon Alexander,OLB,LB,5,21,2016,0,0,2,5,5,22,,,,,,,,,,,,130,3,5,LSU,
AlleJa01,2015,4,125,BAL,Javorius Allen,RB,RB,5,24,2016,0,0,0,5,5,23,,,,,,146,548,1,48,368,2,,,,USC,
DaviMi01,2015,4,126,SFO,Mike Davis,RB,RB,1,22,2016,0,0,0,1,1,14,,,,,,54,108,1,10,63,0,,,,South Carolina,
WilsDa02,2015,4,127,DAL,Damien Wilson,ILB,LB,1,22,2016,0,0,0,1,1,27,,,,,,,,,,,,17,,0.5,Minnesota,
FeliJo00,2015,4,128,OAK,Jon Feliciano,G,G,2,23,2016,0,0,0,2,2,16,,,,,,,,,,,,,,,Miami (FL),
RyanJa00,2015,4,129,GNB,Jake Ryan,OLB,LB,4,23,2016,0,0,0,4,4,23,,,,,,,,,,,,71,,,Michigan,
PoolTe00,2015,4,130,SEA,Terry Poole,G,G,0,23,,0,0,0,,,,,,,,,,,,,,,,,,San Diego St.,
MasoSh01,2015,4,131,NWE,Shaq Mason,C,C,6,22,2016,0,0,1,6,6,24,,,,,,,,,,,,,,,Georgia Tech,
SmelDe00,2015,4,132,SFO,DeAndre Smelter,WR,WR,0,23,,0,0,0,,,,,,,,,,,,,,,,,,Georgia Tech,
GarcMa00,2015,4,133,DEN,Max Garcia,C,C,3,23,2016,0,0,1,3,3,25,,,,,,,,,,,,,,,Florida,
GlowMa00,2015,4,134,SEA,Mark Glowinski,G,G,1,23,2016,0,0,1,1,1,19,,,,,,,,,,,,,,,West Virginia,
HardMa00,2015,4,135,CIN,Marcus Hardison,DE,DE,0,23,,0,0,0,,,,,,,,,,,,,,,,,,Arizona St.,
WalkTr00,2015,4,136,BAL,Tray Walker,CB,DB,0,23,2015,0,0,0,0,0,8,,,,,,,,,,,,1,,,Texas Southern,
JarrGr00,2015,5,137,ATL,Grady Jarrett,NT,DT,2,22,2016,0,0,0,2,2,25,,,,,,,,,,,,27,,3,Clemson,
CobbDa00,2015,5,138,TEN,David Cobb,RB,RB,1,22,2015,0,0,0,1,1,7,,,,,,52,146,1,1,-2,0,,,,Minnesota,
GreeRa00,2015,5,139,JAX,Rashad Greene,WR,WR,2,23,2016,0,0,0,2,2,16,,,,,,,,,24,125,2,,,,Florida St.,
HeenBe00,2015,5,140,OAK,Ben Heeney,ILB,LB,2,22,2016,0,0,0,2,2,19,,,,,,,,,,,,38,,2.5,Kansas,
SpaiMa00,2015,5,141,WAS,Martrell Spaight,OLB,LB,0,22,2016,0,0,0,0,0,10,,,,,,,,,,,,,1,,Arkansas,
AmosAd00,2015,5,142,CHI,Adrian Amos,FS,DB,6,22,2016,0,0,2,6,6,26,,,,,,,,,,,,97,,1,Penn St.,
PruiMy00,2015,5,143,MIN,MyCole Pruitt,TE,TE,1,23,2016,0,0,0,1,1,18,,,,,,,,,11,96,0,,,,Southern Illinois,
ThomMy00,2015,5,144,NYG,Mykkele Thompson,S,DB,0,22,2016,0,0,0,0,0,1,,,,,,,,,,,,,,,Texas,
McCaBo01,2015,5,145,MIA,Bobby McCain,CB,DB,2,22,2016,0,0,0,2,2,26,,,,,,,,,,,,36,1,1,Memphis,
DiggSt00,2015,5,146,MIN,Stefon Diggs,WR,WR,8,21,2016,0,0,1,8,8,22,,,,,,6,23,0,119,1467,6,,,,Maryland,
HundBr00,2015,5,147,GNB,Brett Hundley,QB,QB,0,22,2016,0,0,0,0,0,2,2,7,17,0,1,1,0,0,,,,,,,UCLA,
TullDa00,2015,5,148,NOR,Davis Tull,OLB,LB,0,23,,0,0,0,,,,,,,,,,,,,,,,,,Tenn-Chattanooga,
AjayJa00,2015,5,149,MIA,Jay Ajayi,RB,RB,2,22,2016,0,0,0,2,2,18,,,,,,193,989,7,22,166,0,,,,Boise St.,
ThomCe00,2015,5,150,MIA,Cedric Thompson,FS,DB,0,22,,0,0,0,,,,,,,,,,,,,,,,,,Minnesota,
ParrDa00,2015,5,151,IND,David Parry,NT,DT,6,23,2016,0,0,2,6,6,27,,,,,,,,,,,,40,,3,Stanford,
HarrJa02,2015,5,152,NYJ,Jarvis Harrison,G,G,0,23,,0,0,0,,,,,,,,,,,,,,,,,,Texas A&M,
EmanKy00,2015,5,153,SDG,Kyle Emanuel,OLB,LB,2,24,2016,0,0,1,2,2,25,,,,,,,,,,,,27,1,1,North Dakota St.,
DaviTy01,2015,5,154,NOR,Tyeler Davison,DT,DT,2,23,2016,0,0,0,2,2,25,,,,,,,,,,,,18,,1.5,Fresno St.,
WillKa01,2015,5,155,BUF,Karlos Williams,RB,RB,4,22,2015,0,0,0,4,4,11,,,,,,93,517,7,11,96,2,,,,Florida St.,
LippTo00,2015,5,156,MIA,Tony Lippett,WR,WR,0,23,2016,0,0,0,0,0,19,,,,,,,,,,,,35,2,,Michigan St.,
UzomC.00,2015,5,157,CIN,C.J. Uzomah,TE,TE,0,22,2016,0,0,0,0,0,13,,,,,,,,,18,197,0,,,,Auburn,
RiddSh00,2015,5,158,ARI,Shaquille Riddick,DE,DE,0,22,,0,0,0,,,,,,,,,,,,,,,,,,West Virginia,
NelsJJ00,2015,5,159,ARI,JJ Nelson,WR,WR,3,23,2016,0,0,0,3,3,20,,,,,,4,27,0,29,542,4,,,,Ala-Birmingham,
JameJe00,2015,5,160,PIT,Jesse James,TE,TE,0,21,2016,0,0,1,0,0,19,,,,,,,,,37,292,4,,,,Penn St.,
BallNe00,2015,5,161,OAK,Neiron Ball,OLB,LB,1,23,2015,0,0,0,1,1,6,,,,,,,,,,,,4,,1,Florida,
BellKe02,2015,5,162,TAM,Kenny Bell,WR,WR,0,23,,0,0,0,,,,,,,,,,,,,,,,,,Nebraska,
RussRy00,2015,5,163,DAL,Ryan Russell,DE,DE,0,23,2016,0,0,0,0,0,3,,,,,,,,,,,,1,,,Purdue,
DossLo00,2015,5,164,DEN,Lorenzo Doss,CB,DB,0,21,2016,0,0,0,0,0,10,,,,,,,,,,,,3,,,Tulane,
PiniBr00,2015,5,165,SFO,Bradley Pinion,P,P,1,21,2016,0,0,0,1,1,26,,,,,,,,,,,,,,,Clemson,
CardJo00,2015,5,166,NWE,Joe Cardona,LS,LS,1,23,2016,0,0,0,1,1,26,,,,,,,,,,,,,,,Navy,
SwanDa02,2015,5,167,NOR,Damian Swann,CB,DB,1,22,2015,0,0,0,1,1,7,,,,,,,,,,,,20,,,Georgia,
BurtMi00,2015,5,168,DET,Michael Burton,FB,FB,0,23,2016,0,0,0,0,0,27,,,,,,4,2,0,6,39,1,,,,Rutgers,
MayoDa00,2015,5,169,CAR,David Mayo,LB,LB,1,22,2016,0,0,0,1,1,22,,,,,,,,,,,,2,,,Texas St.,
SmitTy01,2015,5,170,SEA,Tye Smith,CB,DB,0,22,2015,0,0,0,0,0,4,,,,,,,,,,,,,,,Towson,
BoylNi00,2015,5,171,BAL,Nick Boyle,TE,TE,1,22,2015,0,0,0,1,1,11,,,,,,,,,18,153,0,,,,Delaware,
AlexD.00,2015,5,172,KAN,D.J. Alexander,OLB,LB,0,24,2016,0,0,0,1,1,26,,,,,,,,,,,,1,,,Oregon St.,
O'ShJa00,2015,5,173,KAN,James O'Shaughnessy,TE,TE,1,23,2016,0,0,0,1,1,17,,,,,,,,,7,87,0,,,,Illinois St.,
ArtiCa00,2015,5,174,CAR,Cameron Artis-Payne,RB,RB,2,25,2016,0,0,0,2,2,10,,,,,,81,327,3,6,69,0,,,,Auburn,
MumpKe00,2015,5,175,HOU,Keith Mumphery,WR,WR,1,23,2016,0,0,0,1,1,21,,,,,,,,,16,141,0,,,,Michigan St.,
MyerRo01,2015,5,176,BAL,Robert Myers,G,G,0,23,,0,0,0,,,,,,,,,,,,,,,,,,Tennessee St.,
MounDe00,2015,6,177,TEN,Deiontrez Mount,OLB,LB,0,22,2015,0,0,0,0,0,4,,,,,,,,,,,,,1,,Louisville,
WellMa00,2015,6,178,NWE,Matthew Wells,LB,LB,0,24,,0,0,0,,,,,,,,,,,,,,,,,,Mississippi St.,
VallMa00,2015,6,179,OAK,Max Valles,OLB,LB,0,21,,0,0,0,,,,,,,,,,,,,,,,,,Virginia,
BennMi01,2015,6,180,JAX,Michael Bennett,DT,DT,1,22,2015,0,0,0,1,1,13,,,,,,,,,,,,7,,0.5,Ohio St.,
JarrKy00,2015,6,181,WAS,Kyshoen Jarrett,SS,DB,2,22,2015,0,0,0,2,2,16,,,,,,,,,,,,38,,,Virginia Tech,
MitcTe01,2015,6,182,WAS,Tevin Mitchel,CB,DB,0,23,,0,0,0,,,,,,,,,,,,,,,,,,Arkansas,
FabuTa00,2015,6,183,CHI,Tayo Fabuluje,T,T,0,24,2015,0,0,0,0,0,4,,,,,,,,,,,,,,,TCU,
ClayKa00,2015,6,184,TAM,Kaelin Clay,WR,WR,1,23,2015,0,0,0,1,,7,,,,,,,,,,,,,,,Utah,
ThomTy01,2015,6,185,MIN,Tyrus Thompson,T,T,0,23,,0,0,0,,,,,,,,,,,,,,,,,,Oklahoma,
